virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
424944	Salmonella phage SETP3	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; Salmonella virus SETP3	NC_009232				149539	Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	19074657	Literature		
424947	Salmonella phage SETP7	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; Salmonella virus SETP3	NC_022754				149539	Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	19074657	Literature, RefSeq		
1080800	Salmonella phage SFP10	Viruses; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus SFP10	NC_016073				599	Salmonella sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		RefSeq		
1080800	Salmonella phage SFP10	Viruses; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus SFP10	NC_016073				1045010	Escherichia coli O157	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia				
1108865	Salmonella phage Sh19	Viruses; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus SH19	NC_019530				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1572715	Salmonella phage Shivani	Viruses; Caudovirales; Siphoviridae; Tequintavirus; Salmonella virus Shivani	NC_028754				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1965374	Salmonella phage Si3	Viruses; Caudovirales; Myoviridae; Ounavirinae; Felixounavirus; Salmonella virus Si3	NC_041922				595	Salmonella enterica subsp. enterica serovar Infantis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1815968	Salmonella phage SJ46	Viruses; Caudovirales; Myoviridae; Punavirus; Salmonella virus SJ46	NC_031129				286783	Salmonella enterica subsp. enterica serovar Indiana	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1204528	Salmonella phage SKML-39	Viruses; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; Salmonella virus SKML39	NC_019910				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae	24228226	Literature		
1173760	Salmonella phage SP069	Viruses; Caudovirales; Siphoviridae; Nonanavirus; Salmonella virus SP069	NC_042062, NC_042063, NC_042064				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		RefSeq		
1327941	Salmonella phage SPC32H	Viruses; Caudovirales; Podoviridae; Uetakevirus; Salmonella virus SPN1S	KC911856				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1327942	Salmonella phage SPC32N	Viruses; Caudovirales; Podoviridae; Uetakevirus; Salmonella virus SPN1S	KC911857				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1125653	Salmonella phage SPN1S	Viruses; Caudovirales; Podoviridae; Uetakevirus; Salmonella virus SPN1S	NC_016761				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	22205721	Literature		
1147140	Salmonella phage SPN3UB	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_019545				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1090134	Salmonella phage SPN3US	Viruses; Caudovirales; Myoviridae; Seoulvirus; Salmonella virus SPN3US	NC_027402				99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	22106383	Literature		
1127357	Salmonella phage SPN9CC	Viruses; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus	NC_017985				599	Salmonella sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus, RefSeq		
1162289	Salmonella phage SPN9TCW	Viruses; Caudovirales; Podoviridae; Uetakevirus; unclassified Uetakevirus	JQ691610				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
293644	Salmonella phage SS3e	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; Salmonella virus SS3e	NC_006940				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1204529	Salmonella phage SSE121	Viruses; Caudovirales; Myoviridae; Vequintavirinae; Seunavirus; Salmonella virus SSE121	NC_027351				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae				
1177632	Salmonella phage SSU5	Viruses; Caudovirales; Siphoviridae; Nickievirus; unclassified Nickievirus	NC_018843				99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
714583	Salmonella phage ST160	Viruses; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus	NC_014900				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
175950	Salmonella phage ST64B	Viruses; Caudovirales; Myoviridae; unclassified Myoviridae	NC_004313				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1204530	Salmonella phage STML-13-1	Viruses; Caudovirales; Myoviridae; Viunavirus; Salmonella virus STML131	NC_042061				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae				
1204531	Salmonella phage STML-198	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus STML198	NC_027344				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae				
1445860	Salmonella phage STP4-a	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus STP4a	NC_026607				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1868654	Salmonella phage vB-SalM-PM10	Viruses; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus PM10	NC_031128				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1458849	Salmonella phage vB-SalM-SJ2	Viruses; Caudovirales; Myoviridae; Viunavirus; Salmonella virus SJ2	NC_023856				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
1446492	Salmonella phage vB-SalM-SJ3	Viruses; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus SJ3	NC_024122				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae	25212610	Literature		
1168548	Salmonella phage vB_SemP_Emek	Viruses; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus	NC_018275				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae		NCBI Virus, RefSeq		
1087482	Salmonella phage vB_SenM-S16	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus S16	NC_020416				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		RefSeq		
1465618	Salmonella phage vB_SenS-Ent2	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; unclassified Jerseyvirus	NC_023608				149539	Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1465613	Salmonella phage vB_SenS-Ent3	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; unclassified Jerseyvirus	NC_024204				149539	Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1211279	Salmonella phage vB_SenS_AG11	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; Salmonella virus AG11	NC_041991				149539	Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
1815631	Salmonella phage vB_SnwM_CGG4-1	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; unclassified Gelderlandvirus	NC_031065				108619	Salmonella enterica subsp. enterica serovar Newport	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1168549	Salmonella phage vB_SosS_Oslo	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_018279				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae		NCBI Virus, RefSeq		
1567025	Salmonella phage vB_SPuM_SP116	Viruses; Caudovirales; Myoviridae; Ounavirinae; Felixounavirus; Salmonella virus SP116	NC_027329				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		RefSeq		
424716	Salmonella phage Vi II-E1	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_010495				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus, RefSeq		
866889	Salmonella phage Vi06	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_015271				90370	Salmonella enterica subsp. enterica serovar Typhi	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1204541	Salmonella phage wksl3	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus; Salmonella virus wksl3	NC_041992				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae				
1934252	Salmonella virus BTP1	Viruses; Caudovirales; Podoviridae; Lederbergvirus	NC_042346				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae				
1934252	Salmonella virus BTP1	Viruses; Caudovirales; Podoviridae; Lederbergvirus	NC_042346				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus		
1541887	Salmonella virus Chi	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_021315, NC_025442				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae				
1541887	Salmonella virus Chi	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_021315, NC_025442				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus, RefSeq		
194701	Salmonella virus Fels2	Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus	NC_010463				99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1173754	Salmonella virus FSLSP030	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_021779				98360	Salmonella enterica subsp. enterica serovar Dublin	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	23865498	Literature		
1173757	Salmonella virus FSLSP088	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_021780				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	23865498	Literature		
155148	Salmonella virus HK620	Viruses; Caudovirales; Podoviridae; Lederbergvirus	NC_002730				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq, UniProt		
1005056	Salmonella virus iEPS5	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_021783				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus		
1005056	Salmonella virus iEPS5	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_021783				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq		
10754	Salmonella virus P22	Viruses; Caudovirales; Podoviridae; Lederbergvirus	NC_002371				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq, UniProt		
12407	Salmonella virus PsP3	Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus	NC_005340				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae		NCBI Virus, RefSeq		
1173741	Salmonella virus SP126	Viruses; Caudovirales; Siphoviridae; Tunavirinae; Tlsvirus	NC_042066				28901	Salmonella enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus, RefSeq		
194966	Salmonella virus SP6	Viruses; Caudovirales; Podoviridae; Autographivirinae; Zindervirus	NC_004831				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq, UniProt		
977927	Salmonella virus SPC35	Viruses; Caudovirales; Siphoviridae; Tequintavirus	NC_015269				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
977927	Salmonella virus SPC35	Viruses; Caudovirales; Siphoviridae; Tequintavirus	NC_015269				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1141134	Salmonella virus SPN19	Viruses; Caudovirales; Siphoviridae; Chivirus	NC_019417				599	Salmonella sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella		NCBI Virus, RefSeq		
173443	Salmonella virus ST64T	Viruses; Caudovirales; Podoviridae; Lederbergvirus	NC_004348				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq, UniProt		
1540099	Salmonella virus Stitch	Viruses; Caudovirales; Siphoviridae; Tequintavirus	NC_027297				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
1987993	Salmonella virus ViI	Viruses; Caudovirales; Myoviridae; Viunavirus	NC_015296				90370	Salmonella enterica subsp. enterica serovar Typhi	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq, UniProt		
1183064	Salmonid alphavirus subtype 3	Viruses; Riboviria; Togaviridae; Alphavirus; Salmon pancreas disease virus	JQ799139				8030	Salmo salar	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Salmoniformes; Salmonidae; Salmoninae; Salmo		RefSeq		
67604	Salmonid herpesvirus 1	Viruses; Herpesvirales; Alloherpesviridae; Salmonivirus	NC_043043				8015	Salmonidae	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Salmoniformes				
31771	Salmonid herpesvirus 2	Viruses; Herpesvirales; Alloherpesviridae; Salmonivirus	NC_043044				8015	Salmonidae	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Salmoniformes				
508442	Salmonid herpesvirus 3	Viruses; Herpesvirales; Alloherpesviridae; Salmonivirus	NC_043466, NC_043467, NC_043468				8015	Salmonidae	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Salmoniformes				
508442	Salmonid herpesvirus 3	Viruses; Herpesvirales; Alloherpesviridae; Salmonivirus	NC_043466, NC_043467, NC_043468				8040	Salvelinus namaycush	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Salmoniformes; Salmonidae; Salmoninae; Salvelinus		NCBI Virus, RefSeq		
1981916	Salmovirus WFRC1	Viruses; unclassified viruses	NC_034441										
2419804	Salvia divinorum RNA virus 1	Viruses; Riboviria; Tymovirales; Betaflexiviridae; unclassified Betaflexiviridae	NC_040689				28513	Salvia divinorum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Salvia; Calosphace		NCBI Virus		
2419805	Salvia hispanica RNA virus 1	Viruses; Riboviria; Amalgaviridae; unclassified Amalgaviridae	NC_040690				49212	Salvia hispanica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Salvia		NCBI Virus, RefSeq		
422133	Sambar deer coronavirus US/OH-WD388-TC/1994	Viruses; Riboviria; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1; Bovine coronavirus	FJ425188				662561	Rusa unicolor	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Rusa		RefSeq		
422132	Sambar deer coronavirus US/OH-WD388/1994	Viruses; Riboviria; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1; Bovine coronavirus	FJ425189				662561	Rusa unicolor	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Rusa		RefSeq		
2052851	Sambucus virus S	Viruses; Riboviria; Bromoviridae; unclassified Bromoviridae	NC_040389, NC_040390, NC_040391				4202	Sambucus nigra	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Dipsacales; Adoxaceae; Sambucus		NCBI Virus, RefSeq		
45767	San Angelo virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; San Angelo orthobunyavirus	NC_043636, NC_043637, NC_043638				46955	Anopheles pseudopunctipennis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Anopheles; Angusticorn; Anopheles; pseudopunctipennis group		RefSeq		
1955199	San Bernardo virus	Viruses; unclassified viruses	NC_034154				7157	Culicidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea	28193550	Literature		
1955199	San Bernardo virus	Viruses; unclassified viruses	NC_034154				41827	Culicoidea	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha		NCBI Virus		
11982	San Miguel sea lion virus	Viruses; Riboviria; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	U15301				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	7769708	Literature		
11982	San Miguel sea lion virus	Viruses; Riboviria; Caliciviridae; Vesivirus; Vesicular exanthema of swine virus	U15301				9704	Zalophus californianus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Otariidae; Zalophus	7769708	Literature		
1564182	San Miguel sea lion virus 8	Viruses; Riboviria; Caliciviridae; Vesivirus; unclassified Vesivirus	NC_025676				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	25502676	Literature		
1564182	San Miguel sea lion virus 8	Viruses; Riboviria; Caliciviridae; Vesivirus; unclassified Vesivirus	NC_025676				34884	Callorhinus ursinus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Otariidae; Callorhinus	25502676	Literature		
64302	San Perlita virus	Viruses; Riboviria; Flaviviridae; Flavivirus	NC_043118										
206160	Sandfly fever Naples virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Sandfly fever Naples phlebovirus	NC_006318, NC_006319, NC_006320	T40064	H02164	Sandfly fever	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	24096318	Literature, UniProt		
206160	Sandfly fever Naples virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Sandfly fever Naples phlebovirus	NC_006318, NC_006319, NC_006320	T40064	H02164	Sandfly fever	13204	Phlebotomus perniciosus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Phlebotomus; Larroussius		UniProt		
688699	Sandfly fever Turkey virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus; Sandfly fever Sicilian virus	NC_015411, NC_015412, NC_015413				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
1980489	Sangassou orthohantavirus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus	NC_034516, NC_034517, NC_034526				337584	Hylomyscus simus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Muridae; Murinae; Hylomyscus		NCBI Virus, RefSeq		
159152	Sango virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Sango orthobunyavirus	NC_043555, NC_043556, NC_043557										
1552661	Santa barbara virus	Viruses; Riboviria; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae	NC_028234				7197	Psychodidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea		NCBI Virus, RefSeq		
198068	Santee-Cooper ranavirus	Viruses; Iridoviridae; Alphairidovirinae; Ranavirus	NC_038508				214431	Scortum barcoo	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Centrarchiformes; Terapontoidei; Terapontidae; Scortum		NCBI Virus, RefSeq		
977913	Santeuil nodavirus	Viruses; Riboviria; Nodaviridae; unclassified Nodaviridae	NC_015069, NC_015070				6238	Caenorhabditis briggsae	Eukaryota; Metazoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis		NCBI Virus, RefSeq		
1923355	Sanxia atyid shrimp virus 1	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_032869				1	root		27880757	Literature	Organismal	96235
1923356	Sanxia atyid shrimp virus 2	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_033185				1	root				Organismal	6960
1923357	Sanxia atyid shrimp virus 3	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_033228				1	root		27880757	Literature	Organismal	96235
1923358	Sanxia atyid shrimp virus 4	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_033168				1	root		27880757	Literature	Organismal	96235
1923360	Sanxia narna-like virus 1	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_032835				1	root		27880757	Literature	Organismal	96235
1923365	Sanxia permutotetra-like virus 1	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_033188				1	root				Organismal	36161
1923366	Sanxia picorna-like virus 1	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_033213				1	root		27880757	Literature	Organismal	96235
1923367	Sanxia picorna-like virus 10	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	NC_033235				1	root		27880757	Literature	Organismal	96235
