Taxonomy ID	Definition	Taxonomy LINEAGE	Keywords	Disease	Comment	Reference
1453352	Sediminicola sp. YIK13	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Sediminicola; unclassified Sediminicola			Isolated from a sample of tidal flat sediment collected at Yeongheung Island, Korea in January 2009.	AUTHORS:Kwon YM, Kim SJ, TITLE:Complete Genome Sequence of the Proteorhodopsin-Containing Marine Bacterium Sediminicola sp. YIK13., JOURNAL:Genome Announc 4:e01635-15 (2016)
1688404	Pseudonocardia sp. EC080610-09	Bacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; unclassified Pseudonocardia				AUTHORS:Van Arnam EB, Ruzzini AC, Sit CS, Currie CR, Clardy J, TITLE:A Rebeccamycin Analog Provides Plasmid-Encoded Niche Defense., JOURNAL:J Am Chem Soc 137:14272-4 (2015)
1735162	Candidatus Peribacter riflensis	Bacteria; Candidatus Peregrinibacteria; Candidatus Peribacteria; Candidatus Peribacterales; Candidatus Peribacteraceae; Candidatus Peribacter			Sampled from filtered groundwater obtained from an aquifer adjacent to the Colorado River near the town of Rifle, CO, USA.	AUTHORS:Anantharaman K, Brown CT, Burstein D, Castelle CJ, Probst AJ, Thomas BC, Williams KH, Banfield JF, TITLE:Analysis of five complete genome sequences for members of the class Peribacteria in the recently recognized Peregrinibacteria bacterial phylum., JOURNAL:PeerJ 4:e1607 (2016)
1353	Enterococcus gallinarum FDAARGOS_163	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus				
476281	Candidatus Ishikawaella capsulata Mpkobe	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Candidatus Ishikawaella				AUTHORS:Nikoh N, Hosokawa T, Oshima K, Hattori M, Fukatsu T, TITLE:Reductive evolution of bacterial genome in insect gut environment., JOURNAL:Genome Biol Evol 3:702-14 (2011)
1555112	Limnochorda pilosa HC45	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; Limnochorda			Isolated from the sediment of a meromictic lake in Japan.	AUTHORS:Watanabe M, Kojima H, Fukui M, TITLE:Complete genome sequence and cell structure of Limnochorda pilosa, a Gram-negative spore-former within the phylum Firmicutes., JOURNAL:Int J Syst Evol Microbiol 66:1330-1339 (2016)
504	Kingella kingae KWG1	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella	Human pathogen		Penicillinase-producing strain.; Isolated from a child with arthritis in continental Europe.	AUTHORS:Bidet P, Basmaci R, Guglielmini J, Doit C, Jost C, Birgy A, Bonacorsi S, TITLE:Genome Analysis of Kingella kingae Strain KWG1 Reveals How a beta-Lactamase Gene Inserted in the Chromosome of This Species., JOURNAL:Antimicrob Agents Chemother 60:703-8 (2015)
1697053	Oblitimonas alkaliphila B4199	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Oblitimonas				AUTHORS:Lauer AC, Nicholson AC, Humrighouse BW, Emery B, Drobish A, Juieng P, Loparev V, McQuiston JR, TITLE:Genome Sequences of Oblitimonas alkaliphila gen. nov. sp. nov. (Proposed), a Novel Bacterium of the Pseudomonadaceae Family., JOURNAL:Genome Announc 3:e01474-15 (2015)
1160720	Alteromonas stellipolaris LMG 21856	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas			Isolated from seawater collected from the Southern Ocean.	AUTHORS:Chen J, Wang X, Zhu S, Chen Y, Yang J, TITLE:Complete Genome Sequence of Alteromonas stellipolaris LMG 21856, a Budding Brown Pigment-Producing Oligotrophic Bacterium Isolated from the Southern Ocean., JOURNAL:Genome Announc 4:e00137-16 (2016)
84531	Lysobacter antibioticus 76	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter			Isolated from bulk soil in Zwaagdijk, The Netherlands.	AUTHORS:de Bruijn I, Cheng X, de Jager V, Exposito RG, Watrous J, Patel N, Postma J, Dorrestein PC, Kobayashi D, Raaijmakers JM, TITLE:Comparative genomics and metabolic profiling of the genus Lysobacter., JOURNAL:BMC Genomics 16:991 (2015)
985762	Staphylococcus agnetis 908	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Animal pathogen		Isolated from a femoral bacterial chondronecrosis with osteomyelitis (BCO) lesion from a broiler raised on the University of Arkansas Poultry Research Farm.	AUTHORS:Al-Rubaye AA, Couger MB, Ojha S, Pummill JF, Koon JA 2nd, Wideman RF Jr, Rhoads DD, TITLE:Genome Analysis of Staphylococcus agnetis, an Agent of Lameness in Broiler Chickens., JOURNAL:PLoS One 10:e0143336 (2015)
60520	Lactobacillus paraplantarum L-ZS9	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus			Isolated from fermented sausage.	AUTHORS:Liu L, Li P, TITLE:Complete genome sequence of Lactobacillus paraplantarum L-ZS9, a probiotic starter producing class II bacteriocins., JOURNAL:J Biotechnol 222:15-6 (2016)
511	Alcaligenes faecalis ZD02	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes			Isolated from free living nematode Caenorhabditis elegans cadavers.	AUTHORS:Ju S, Zheng J, Lin J, Geng C, Zhu L, Guan Z, Zheng Z, Sun M, TITLE:The complete genome sequence of Alcaligenes faecalis ZD02, a novel potential bionematocide., JOURNAL:J Biotechnol 218:73-4 (2016)
1249552	Pseudohongiella spirulinae KCTC 32221	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudohongiella				
58049	Colwellia sp. MT41	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia				
246432	Staphylococcus equorum KS1039	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus			Isolated from a form of traditional Korean high-salt-fermented seafood called Saeu-jeotgal.	AUTHORS:Jeong DW, Na H, Ryu S, Lee JH, TITLE:Complete genome sequence of Staphylococcus equorum KS1039 isolated from Saeu-jeotgal, Korean high-salt-fermented seafood., JOURNAL:J Biotechnol 219:88-9 (2016)
1349819	Aureimonas sp. AU20	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aurantimonadaceae; Aureimonas			Isolate from the stem of a soybean plant.	AUTHORS:Anda M, Ohtsubo Y, Okubo T, Sugawara M, Nagata Y, Tsuda M, Minamisawa K, Mitsui H, TITLE:Bacterial clade with the ribosomal RNA operon on a small plasmid rather than the chromosome., JOURNAL:Proc Natl Acad Sci U S A 112:14343-7 (2015)
435897	Lysobacter capsici 55	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter			Isolated from bulk soil in Zwaagdijk, The Netherlands.	AUTHORS:de Bruijn I, Cheng X, de Jager V, Exposito RG, Watrous J, Patel N, Postma J, Dorrestein PC, Kobayashi D, Raaijmakers JM, TITLE:Comparative genomics and metabolic profiling of the genus Lysobacter., JOURNAL:BMC Genomics 16:991 (2015)
262324	Lysobacter gummosus 3.2.11	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter			Isolated from bulk soil in Pietersbierum, The Netherlands.	AUTHORS:de Bruijn I, Cheng X, de Jager V, Exposito RG, Watrous J, Patel N, Postma J, Dorrestein PC, Kobayashi D, Raaijmakers JM, TITLE:Comparative genomics and metabolic profiling of the genus Lysobacter., JOURNAL:BMC Genomics 16:991 (2015)
152297	Pseudoalteromonas issachenkonii KCTC 12958	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas			Isolated from the thallus of Fucus evanescens (marine brown macroalgae) sampled from the Kraternaya Bight of the Kurile Islands in the Pacific Ocean.	AUTHORS:Lee SH, Choe H, Kim SG, Park DS, Nasir A, Kim BK, Kim KM, TITLE:Complete genome of brown algal polysaccharides-degrading Pseudoalteromonas issachenkonii KCTC 12958(T) (=KMM 3549(T))., JOURNAL:J Biotechnol 219:86-7 (2016)
161398	Pseudoalteromonas phenolica KCTC 12086	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas			Isolated from seawater off Ogasawara Island, Japan.	AUTHORS:Choe H, Lee SH, Kim SG, Park DS, Nasir A, Kim KM, TITLE:Complete genome of Pseudoalteromonas phenolica KCTC 12086(T) (= O-BC30(T)), a marine bacterium producing polybrominated aromatic compounds., JOURNAL:J Biotechnol 218:23-4 (2016)
76731	Roseateles depolymerans KCTC 42856	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Roseateles			Isolated from the Hanamuro River, Ibaraki Prefecture, Japan.	AUTHORS:Lee SH, Choe H, Kim SG, Park DS, Nasir A, Kim BK, Kim KM, TITLE:Complete genome of biodegradable plastics-decomposing Roseateles depolymerans KCTC 42856(T) (=61A(T))., JOURNAL:J Biotechnol 220:47-8 (2016)
162209	Paenibacillus naphthalenovorans 32O-Y	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus				AUTHORS:Butler RR 3rd, Wang J, Stark BC, Pombert JF, TITLE:Complete Genome Sequences of Two Interactive Moderate Thermophiles, Paenibacillus napthalenovorans 32O-Y and Paenibacillus sp. 32O-W., JOURNAL:Genome Announc 4:e01717-15 (2016)
1615909	Geminocystis sp. NIES-3708	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Chroococcaceae; Geminocystis; unclassified Geminocystis	Photosynthesis		Isolated from a Japanese freshwater stream.	AUTHORS:Hirose Y, Katayama M, Ohtsubo Y, Misawa N, Iioka E, Suda W, Oshima K, Hanaoka M, Tanaka K, Eki T, et al., TITLE:Complete Genome Sequence of Cyanobacterium Geminocystis sp. Strain NIES-3708, Which Performs Type II Complementary Chromatic Acclimation., JOURNAL:Genome Announc 3:e00357-15 (2015)
1715989	Candidatus Nitrospira inopinata	Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Nitrospira				
1751286	Nostoc sp. NIES-3756	Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc	Photosynthesis		Isolated from soil at Mimomi-Park, Chiba, Japan.	AUTHORS:Hirose Y, Fujisawa T, Ohtsubo Y, Katayama M, Misawa N, Wakazuki S, Shimura Y, Nakamura Y, Kawachi M, Yoshikawa H, et al., TITLE:Complete genome sequence of cyanobacterium Nostoc sp. NIES-3756, a potentially useful strain for phytochrome-based bioengineering., JOURNAL:J Biotechnol 218:51-2 (2016)
1748243	Candidatus Tenderia electrophaga	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Candidatus Tenderia				AUTHORS:Eddie BJ, Wang Z, Malanoski AP, Hall RJ, Oh SD, Heiner C, Lin B, Strycharz-Glaven SM, TITLE:'Candidatus Tenderia electrophaga', an uncultivated electroautotroph from a biocathode enrichment., JOURNAL:Int J Syst Evol Microbiol 66:2178-85 (2016)
1307839	Salinivirga cyanobacteriivorans L21-Spi-D4 (Bacterium L21-Spi-D4)	Bacteria; Bacteroidetes; Bacteroidia; Marinilabiliales; Salinivirgaceae; Salinivirga			Isolated from an anaerobic enrichment culture inoculated with slurries of a cyanobacterial mat sample retrieved from the hypersaline Lake 21 on the Kiritimati Atoll (Northern Line Islands, Republic of Kiribati).	AUTHORS:Ben Hania W, Joseph M, Bunk B, Sproer C, Klenk HP, Fardeau ML, Spring S, TITLE:Characterization of the first cultured representative of a Bacteroidetes clade specialized on the scavenging of cyanobacteria., JOURNAL:Environ Microbiol 19:1134-1148 (2017)
76123	Prevotella enoeca F0113	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella				
76936	Helicobacter typhlonius	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter			Isolated from the cecal and fecal content of Il10-/- knockout mice with inflammatory bowel disease (IBD).	AUTHORS:Frank J, Dingemanse C, Schmitz AM, Vossen RH, van Ommen GJ, den Dunnen JT, Robanus-Maandag EC, Anvar SY, TITLE:The Complete Genome Sequence of the Murine Pathobiont Helicobacter typhlonius., JOURNAL:Front Microbiol 6:1549 (2015)
283699	Pseudoalteromonas sp. Bsw20308	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas				
2094	Mycoplasma arginini HAZ145_1	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma	Animal pathogen		Isolated in 2008 from bovine mastitic milk in Japan.	AUTHORS:Hata E, TITLE:Complete Genome Sequence of Mycoplasma arginini Strain HAZ 145_1 from Bovine Mastitic Milk in Japan., JOURNAL:Genome Announc 3:e00265-15 (2015)
1500686	Pseudomonas sp. Os17	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas			Isolated from the rhizosphere of rice.	AUTHORS:Takeuchi K, Noda N, Katayose Y, Mukai Y, Numa H, Yamada K, Someya N, TITLE:Rhizoxin analogs contribute to the biocontrol activity of a newly isolated pseudomonas strain., JOURNAL:Mol Plant Microbe Interact 28:333-42 (2015)
1242245	Acinetobacter johnsonii XBB1	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter			Recovered from hospital sewage in 2010 in Chengdu, western China.	AUTHORS:Feng Y, Yang P, Wang X, Zong Z, TITLE:Characterization of Acinetobacter johnsonii isolate XBB1 carrying nine plasmids and encoding NDM-1, OXA-58 and PER-1 by genome sequencing., JOURNAL:J Antimicrob Chemother 71:71-5 (2016)
43658	Pseudoalteromonas rubra SCSIO 6842	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas			Isolated from 150 m below surface at Bay of Bengal.	AUTHORS:Li B, Wang P, Zeng Z, Cai X, Wang G, Wang X, TITLE:Complete genome sequence of Pseudoalteromonas rubra SCSIO 6842, harboring a putative conjugative plasmid pMBL6842., JOURNAL:J Biotechnol 224:66-7 (2016)
1561023	Curtobacterium sp. MR_MD2014	Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Curtobacterium			Isolated from the topsoil collected near a rusted fire hydrant in Woods Hole, Massachusetts (41 31'44.65''N 70 40'21.5''W) on 7 July 2014.	AUTHORS:Mariita RM, Bhatnagar S, Hanselmann K, Hossain MJ, Korlach J, Boitano M, Roberts RJ, Liles MR, Moss AG, Leadbetter JR, et al., TITLE:Complete Genome Sequence of Curtobacterium sp. Strain MR_MD2014, Isolated from Topsoil in Woods Hole, Massachusetts., JOURNAL:Genome Announc 3:e01504-15 (2015)
1588023	Arthrobacter sp. Hiyo8	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Arthrobacter			Isolated from a soil sample affected by the Tohoku tsunami.	AUTHORS:Hiraoka S, Machiyama A, Ijichi M, Inoue K, Oshima K, Hattori M, Yoshizawa S, Kogure K, Iwasaki W, TITLE:Genomic and metagenomic analysis of microbes in a soil environment affected by the 2011 Great East Japan Earthquake tsunami., JOURNAL:BMC Genomics 17:53 (2016)
1297617	Intestinimonas butyriciproducens AF211	Bacteria; Firmicutes; Clostridia; Clostridiales; Intestinimonas			Isolated from the stool of a healthy adult.	AUTHORS:Bui TP, Ritari J, Boeren S, de Waard P, Plugge CM, de Vos WM, TITLE:Production of butyrate from lysine and the Amadori product fructoselysine by a human gut commensal., JOURNAL:Nat Commun 6:10062 (2015)
1307442	Fusobacterium hwasookii ChDC F174	Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium				
1432656	Thermococcus guaymasensis DSM 11113	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus				
1353260	Candidatus Nitrosocosmicus oleophilus MY3 (Candidatus Nitrocosmicus oleophilus MY3)	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Candidatus Nitrosocosmicus			Isolated from a coal tar-contaminated sediment.	AUTHORS:Jung MY, Kim JG, Sinninghe Damste JS, Rijpstra WI, Madsen EL, Kim SJ, Hong H, Si OJ, Kerou M, Schleper C, Rhee SK, TITLE:A hydrophobic ammonia-oxidizing archaeon of the Nitrosocosmicus clade isolated from coal tar-contaminated sediment., JOURNAL:Environ Microbiol Rep 8:983-992 (2016)
652	Aeromonas schubertii WL1483	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	Fish pathogen		Isolated from diseased snakehead fish (Channa argus) in China.	AUTHORS:Liu L, Li N, Zhang D, Fu X, Shi C, Lin Q, Hao G, TITLE:Complete Genome Sequence of the Highly Virulent Aeromonas schubertii Strain WL1483, Isolated from Diseased Snakehead Fish (Channa argus) in China., JOURNAL:Genome Announc 4:e01567-15 (2016)
1652545	Arthrobacter sp. YC-RL1	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Arthrobacter			Isolated from a petroleum-contaminated soil.	AUTHORS:Ren L, Jia Y, Ruth N, Zhao B, Yan Y, TITLE:Complete genome sequence of an aromatic compound degrader Arthrobacter sp. YC-RL1., JOURNAL:J Biotechnol 219:34-5 (2016)
44577	Nitrosomonas ureae Nm10	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas			Isolated from Mediterranean soils in Sardinia, Italy.	AUTHORS:Kozlowski JA, Kits KD, Stein LY, TITLE:Complete Genome Sequence of Nitrosomonas ureae Strain Nm10, an Oligotrophic Group 6a Nitrosomonad., JOURNAL:Genome Announc 4:e00094-16 (2016)
1526571	Lacimicrobium alkaliphilum YelD216	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Lacimicrobium				
76832	Myroides odoratimimus PR63039	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Myroides	Human pathogen		Multi-drug-resistant strain.; Isolated from a 59-year-old male with a post-injury urinary tract infection.	AUTHORS:Hu S, Jiang T, Zhou Y, Ming D, Gao H, Wang M, TITLE:Genomic analysis of the multi-drug-resistant clinical isolate Myroides odoratimimus PR63039., JOURNAL:Mol Genet Genomics 292:133-144 (2017)
1538553	Methylomonas denitrificans FJG1	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomonas	Methanotroph		Obtained in 2002 From Jay Gulledge (University of Louisville, Kentucky).	AUTHORS:Kits KD, Klotz MG, Stein LY, TITLE:Methane oxidation coupled to nitrate reduction under hypoxia by the Gammaproteobacterium Methylomonas denitrificans, sp. nov. type strain FJG1., JOURNAL:Environ Microbiol 17:3219-32 (2015)
1298851	Thermosulfidibacter takaii ABI70S6	Bacteria; Aquificae; Aquificales			Thermophilic, sulfur-reducing chemolithoautotroph strain.; Isolated from a deep-sea hydrothermal field at the Yonaguni Knoll IV, Southern Okinawa Trough. [PMID:18319474]	AUTHORS:Nunoura T, Chikaraishi Y, Izaki R, Suwa T, Sato T, Harada T, Mori K, Kato Y, Miyazaki M, Shimamura S, et al., TITLE:A primordial and reversible TCA cycle in a facultatively chemolithoautotrophic thermophile., JOURNAL:Science 359:559-563 (2018)
1721091	Chryseobacterium sp. IHB B 17019	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium				
1332080	Sphingobium baderi DE-13	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium				
1752063	Fischerella sp. NIES-3754	Bacteria; Cyanobacteria; Nostocales; Hapalosiphonaceae; Fischerella	Photosynthesis		Isolated from hotspring at Suwa-shrine, Suwa, Nagano, Japan.	AUTHORS:Hirose Y, Fujisawa T, Ohtsubo Y, Katayama M, Misawa N, Wakazuki S, Shimura Y, Nakamura Y, Kawachi M, Yoshikawa H, et al., TITLE:Complete genome sequence of cyanobacterium Fischerella sp. NIES-3754, providing thermoresistant optogenetic tools., JOURNAL:J Biotechnol 220:45-6 (2016)
106654	Acinetobacter nosocomialis 6411	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex				
1492	Clostridium butyricum KNU-L09	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium				
1334193	Enterobacter lignolyticus G5 (Klebsiella sp. G5)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pluralibacter				
1752064	Leptolyngbya sp. NIES-3755	Bacteria; Cyanobacteria; Synechococcales; Leptolyngbyaceae; Leptolyngbya	Photosynthesis		Isolated from soil at the Toyohashi University of Technology, Toyohashi, Aichi, Japan.	AUTHORS:Hirose Y, Fujisawa T, Ohtsubo Y, Katayama M, Misawa N, Wakazuki S, Shimura Y, Nakamura Y, Kawachi M, Yoshikawa H, et al., TITLE:Complete Genome Sequence of Cyanobacterium Leptolyngbya sp. NIES-3755., JOURNAL:Genome Announc 4:e00090-16 (2016)
1374	Planococcus kocurii ATCC 43650	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Planococcus			Isolated from the skin of a North sea cod.	AUTHORS:See-Too WS, Tan JY, Ee R, Lim YL, Convey P, Pearce DA, Yin WF, Chan KG, TITLE:De novo assembly of complete genome sequence of Planococcus kocurii ATCC 43650(T), a potential plant growth promoting bacterium., JOURNAL:Mar Genomics 28:33-5 (2016)
200991	Planococcus rifietoensis M8	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Planococcus			Isolated from an algal mat collected from a sulfurous spring in Campania (Italy).	AUTHORS:See-Too WS, Convey P, Pearce DA, Lim YL, Ee R, Yin WF, Chan KG, TITLE:Complete genome of Planococcus rifietoensis M8(T), a halotolerant and potentially plant growth promoting bacterium., JOURNAL:J Biotechnol 221:114-5 (2016)
1407499	Halobacterium hubeiense JI20-1	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium			Isolated from early Cretaceous (~123 million years old) halite from the depth of 2000 m in Qianjiang Depression, Hubei Province, China.	AUTHORS:Jaakkola ST, Pfeiffer F, Ravantti JJ, Guo Q, Liu Y, Chen X, Ma H, Yang C, Oksanen HM, Bamford DH, TITLE:The complete genome of a viable archaeum isolated from 123-million-year-old rock salt., JOURNAL:Environ Microbiol 18:565-79 (2016)
230361	Methanobrevibacter millerae SM9	Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter			Isolated from the rumen of a sheep maintained on a fresh forage diet.	AUTHORS:Kelly WJ, Pacheco DM, Li D, Attwood GT, Altermann E, Leahy SC, TITLE:The complete genome sequence of the rumen methanogen Methanobrevibacter millerae SM9., JOURNAL:Stand Genomic Sci 11:49 (2016)
1472767	Lentibacillus amyloliquefaciens LAM0015	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Lentibacillus			Isolated from saline sediment collected from Yantai City in China.	AUTHORS:Wang JL, Li YB, Ruan ZY, You Y, Wang LS, Qin H, Liu S, Shui ZX, Wang YW, Tan FR, et al., TITLE:Complete genome sequence of strain Lentibacillus amyloliquefaciens LAM0015(T) isolated from saline sediment., JOURNAL:J Biotechnol 220:88-9 (2016)
940295	Ignicoccus islandicus DSM 13165	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Ignicoccus				
446860	Kocuria flava HO-9041	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Kocuria			Isolated from the air of Xinjiang of China.	AUTHORS:Zhou M, Zhang Y, Li X, Wang Z, Tang J, Mu Y, Fang C, Chen X, Dai J, TITLE:Complete genome sequence of Kocuria flava strain HO-9041, a heavy metal removal bacterium from Xinjiang., JOURNAL:J Biotechnol 220:21-2 (2016)
1835254	Polynucleobacter duraquae	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Polynucleobacter				
669041	Tenacibaculum dicentrarchi AY7486TD	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum	Fish pathogen		Isolated from diseased sea-reared Atlantic salmon in outbreaks that took place in the XI region (Region de Aysen) of Chile.	AUTHORS:Grothusen H, Castillo A, Henriquez P, Navas E, Bohle H, Araya C, Bustamante F, Bustos P, Mancilla M, TITLE:First Complete Genome Sequence of Tenacibaculum dicentrarchi, an Emerging Bacterial Pathogen of Salmonids., JOURNAL:Genome Announc 4:e01756-15 (2016)
1172567	Streptomyces globisporus C-1027	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces			Isolated from a soil sample collected in the Qian-jiang area of China.	AUTHORS:Wang L, Wang S, He Q, Yu T, Li Q, Hong B, TITLE:Draft genome sequence of Streptomyces globisporus C-1027, which produces an antitumor antibiotic consisting of a nine-membered enediyne with a chromoprotein., JOURNAL:J Bacteriol 194:4144 (2012)
121292	Pseudarthrobacter sulfonivorans	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Pseudarthrobacter			Isolated from the Tibet permafrost of China.	AUTHORS:Zhang H, Sun H, Yang R, Li S, Zhou M, Gao T, An L, Chen X, Dyson P, TITLE:Complete genome sequence of a psychotrophic Pseudarthrobacter sulfonivorans strain Ar51 (CGMCC 4.7316), a novel crude oil and multi benzene compounds degradation strain., JOURNAL:J Biotechnol 231:81-82 (2016)
1134435	Thauera humireducens SgZ-1	Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Zoogloeaceae; Thauera			Isolated from the anode biofilm of a microbial fuel cell.	AUTHORS:Ma C, Yang G, Zhang Q, Zhuang L, Zhou S, TITLE:Complete genome of Thauera humireducens SgZ-1, a potential bacterium for environmental remediation and wastewater treatment., JOURNAL:J Biotechnol 225:59-60 (2016)
389348	Candidatus Protochlamydia naegleriophila KNic	Bacteria; Chlamydiae; Parachlamydiales; Parachlamydiaceae; Candidatus Protochlamydia				
358	Agrobacterium tumefaciens S33	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex			Capable of utilizing nicotine as sole source of carbon and nitrogen.; Isolated from the rhizospheric soil of a tobacco plant.	AUTHORS:Yu W, Li H, Xie K, Huang H, Xie H, Wang S, TITLE:Genome sequence of the nicotine-degrading Agrobacterium tumefaciens S33., JOURNAL:J Biotechnol 228:1-2 (2016)
121719	Pannonibacter phragmitetus 31801	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pannonibacter				
2423	Fervidobacterium islandicum AW-1	Bacteria; Thermotogae; Thermotogales; Fervidobacteriaceae; Fervidobacterium			Isolated from a hot spring in Indonesia.	AUTHORS:Lee YJ, Jeong H, Park GS, Kwak Y, Lee SJ, Lee SJ, Park MK, Kim JY, Kang HK, Shin JH, Lee DW, TITLE:Genome sequence of a native-feather degrading extremely thermophilic Eubacterium, Fervidobacterium islandicum AW-1., JOURNAL:Stand Genomic Sci 10:71 (2015)
413882	Polyangium brachysporum DSM 7029	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales			Isolated from a soil sample in Greece.	AUTHORS:Tang B, Yu Y, Zhang Y, Zhao G, Ding X, TITLE:Complete genome sequence of the glidobactin producing strain [Polyangium] brachysporum DSM 7029., JOURNAL:J Biotechnol 210:83-4 (2015)
446692	Acetobacter senegalensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acetobacter				
